recording_id,source_file,label,window_start_packet,window_end_packet,window_start_s,window_end_s,lumos_total_log,lumos_clear_log,lumos_nir_clear_ratio,lumos_clear_std_ratio,lumos_visible_std_ratio,lumos_blue_red_ratio,lumos_green_red_ratio,lumos_dark_fraction,lumos_saturation_fraction,lumos_f1_clear_ratio,lumos_f2_clear_ratio,lumos_f3_clear_ratio,lumos_f4_clear_ratio,lumos_f5_clear_ratio,lumos_f6_clear_ratio,lumos_f7_clear_ratio,lumos_f8_clear_ratio,flicker_sensor_off_fraction,flicker_none_fraction,flicker_100hz_fraction,flicker_detected_fraction,audio_rms,audio_log_energy,audio_abs_mean,audio_std,audio_peak,audio_crest_factor,audio_silence_fraction,audio_zero_crossing_rate,audio_low_high_ratio,audio_spectral_centroid_hz,audio_low_band_log,audio_low_band_ratio,audio_mid_band_log,audio_mid_band_ratio,audio_high_band_log,audio_high_band_ratio,audio_very_high_band_log,audio_very_high_band_ratio
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,180,189,68.648,72.08,9.263291358947754,8.130517157150825,0.24820025185076727,0.07868018073636418,0.09208573293781887,0.4140394926071167,0.9082578420639038,0.0,0.0,0.025163611261947223,0.22323297715899723,0.11429973556565627,0.24260470229137288,0.3022905702499173,0.34914919950694534,0.21668847275312517,0.3832460730337926,0.0,1.0,0.0,0.0,0.010955213569104671,0.00012000949209323153,0.008905583992600441,0.010955002158880234,0.03363037109375,3.0698023533351297,0.34014348665282784,0.017408088570023853,204.76475113783738,593.2505248778984,5.851945087283849,0.9274405920002348,3.2751335388495346,0.0680301099302813,0.9371245316127611,0.0041508490643891414,0.132395191692763,0.00037844897836051736
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,189,198,72.08,75.512,9.332557678222656,8.235213320053786,0.25917959315485656,0.023929094814405052,0.10032259318314365,0.3973982334136963,0.8960344195365906,0.0,0.0,0.04367301492373034,0.17958389612831116,0.09011610853305668,0.1973831630156889,0.3060057991126156,0.3589909892283408,0.22145930972620162,0.34033712041163994,0.0,1.0,0.0,0.0,0.012287097051739693,0.0001509613503003493,0.009926260448992252,0.012287079356610775,0.039031982421875,3.1766617038099776,0.3222258640154412,0.019338274122767084,103.22952568114023,593.0043085776385,6.076310885138569,0.9310256090346682,3.366447498417397,0.059955405331978275,1.6130447661776923,0.008611306705198324,0.17414190387297127,0.0004076789067237064
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,198,207,75.512,78.945,9.348922729492188,8.226395136517084,0.2589190264216948,0.028380415354078987,0.05338548736701197,0.4347238540649414,0.9539196491241455,0.0,0.0,0.061689857903324964,0.187091217684862,0.12391485673874354,0.2318944093509673,0.3140088033026621,0.32337376961430037,0.22145916117514186,0.3508146037808328,0.0,1.0,0.0,0.0,0.011092220433056355,0.00012302979303058237,0.00926462933421135,0.01109221763908863,0.038055419921875,3.43081764768109,0.2973524163298008,0.026512737403718338,32.25166363617621,793.8672032709328,5.833220941556548,0.8446469843355282,3.971475764096918,0.12916376248706635,2.4110362859474392,0.0251702190910667,0.3441200069511982,0.0010190340615294504
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,207,216,78.945,82.377,9.214487075805664,8.09563256787312,0.29333831376152153,0.04698582256618883,0.09525069059187162,0.5347036123275757,0.9103962182998657,0.0,0.0,0.09521550841259693,0.20889807708666666,0.07498644577740955,0.251423156120571,0.2663662302479384,0.30299539007440707,0.22248576620450927,0.34626593272488243,0.0,1.0,0.0,0.0,0.013539285399019718,0.00018329545855522156,0.011410826817154884,0.013539261184632778,0.059814453125,4.417840911376432,0.229560435558469,0.015095507766265455,129.45658881569108,646.1094629545802,6.264470734210973,0.9215321969502058,3.7284402766863294,0.07134933804621081,1.5459872284804066,0.006487017528725305,0.3070717809648068,0.0006314474572904148
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,216,225,82.377,85.809,9.220257759094238,8.121579375183714,0.2557118352217253,0.012024580495096268,0.05732399592788346,0.5027992129325867,0.9321704506874084,0.0,0.0,0.06956550717982754,0.21213022977715115,0.07643291458694586,0.253367682536143,0.268885381704106,0.3044440075569116,0.22361991685465138,0.33663498714570644,0.0,1.0,0.0,0.0,0.01084542740136385,0.00011761638597818092,0.008761932142078876,0.010845367796719074,0.033843994140625,3.12057438424466,0.34901125314104664,0.018446018537065026,106.2601519400748,661.0584327943695,5.778160049040653,0.9099106357970306,3.396697423038299,0.08152631757436668,1.3387989088742718,0.007949075941113668,0.19670361948321893,0.0006139706592453844
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,225,234,85.809,89.242,9.260473251342773,8.130974992687642,0.25587100554329284,0.023969419511869698,0.0804428392417585,0.5598921179771423,0.9727371335029602,0.0,0.0,0.08526852650150792,0.233793423107627,0.07849806788790371,0.2599267372092393,0.29440046535317566,0.3170994828647569,0.21524825386166768,0.35461502323324,0.0,1.0,0.0,0.0,0.01067181583493948,0.00011388116399757564,0.008637524209916592,0.01067181397229433,0.031494140625,2.951148295719783,0.35332677810553914,0.016206274923976183,189.1019880489586,628.0296339362243,5.812341105025231,0.9332490151387074,3.1391207333458713,0.06181582249311549,0.9258533042139048,0.004266006572468818,0.21434848295638698,0.0006691557677165162
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,234,243,89.242,92.674,9.273805618286133,8.129895355297482,0.280737384409083,0.004676159253510148,0.046919928938763976,0.5083589553833008,0.9337879419326782,0.0,0.0,0.07318031582732061,0.2294947828512553,0.08031825926977698,0.26603582720741015,0.28993813323916173,0.32454735218632336,0.21620118510264827,0.3791952083610538,0.0,1.0,0.0,0.0,0.010752159170806408,0.00011560224811546504,0.0089271767064929,0.010752076283097267,0.031585693359375,2.9376112724429992,0.31885720528788375,0.01908334395542364,94.04707712302329,644.065466935214,5.732596224996271,0.8850892218354894,3.629265569888769,0.10549964866490412,1.4100433945153699,0.008903906439962337,0.1624380143552245,0.0005072230308859641
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,243,252,92.674,96.107,9.258040428161621,8.120026878052004,0.2663933011763112,0.004230855530189185,0.058704755606358704,0.5433821082115173,0.9280233383178711,0.0,0.0,0.08789392258864791,0.23289573541774536,0.08078437028490422,0.2682120342082759,0.2796534589251371,0.31500281733232854,0.24344433250926695,0.3469131218694298,0.0,1.0,0.0,0.0,0.011778734624385834,0.00013872896670363843,0.009462145157158375,0.011778670363128185,0.04437255859375,3.7671721400499987,0.332823482282676,0.030974015332228638,58.191722595653054,700.6307463086898,5.891306649577157,0.8370224981014077,4.175392242887057,0.14859362630960724,1.9305771797754314,0.013669396201019559,0.2685328910604411,0.0007144793647713909
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,252,261,96.107,99.539,9.249187469482422,8.11694778653354,0.26555657915083886,0.007576789027169162,0.05395849285068857,0.48003172874450684,0.9829491376876831,0.0,0.0,0.06099906874198757,0.22008093251804287,0.08070187250034032,0.268906720433811,0.3066538198871514,0.3147804155612514,0.2156361852057854,0.36990843754831926,0.0,1.0,0.0,0.0,0.010827083140611649,0.00011721885675797239,0.00883139856159687,0.010826957412064075,0.036529541015625,3.3739010592423293,0.34873811864962306,0.023380738204927434,62.41765449570444,778.9296835157322,5.7666465984073,0.8673906269010777,3.797413336321167,0.11871281396134674,1.7456170724839848,0.012881393432823119,0.3167946254681634,0.0010151656775157804
Building2Studying_dataset,Building2Studying_dataset.npz,INDOOR_QUIET,261,270,99.539,102.971,9.23620319366455,8.098946748943339,0.265923682678713,0.007618346982428402,0.05076720671372538,0.5421950221061707,0.8908091187477112,0.0,0.0,0.10070922294980313,0.22563322583161852,0.07885849787447535,0.2636609294848559,0.2725092832794719,0.3096588969583578,0.22830124133194285,0.37358999513089336,0.0,1.0,0.0,0.0,0.013094069436192513,0.00017143995501101017,0.010871783830225468,0.013094042427837849,0.04498291015625,3.435362552629366,0.2525401507702393,0.014749531110585065,163.08828108848778,553.61023461453,6.17844090797433,0.9004862481248159,3.9363551725165853,0.09399228680035779,1.3342492663288483,0.005233963215605809,0.1429284554198027,0.0002875018405086071
